Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.000200004120658909	0.602453975404763
FMNL3	91010	0.000200104488859083	-0.981996488643992
RAB39B	116442	0.000200137466505424	-1.0039765832653
BRIX1	55299	0.000200536132761914	1.18536035800227
		0.000200846056060717	0.593624985275511
		0.000202198372197383	0.630380091801586
COX5A	9377	0.000202472709048604	0.604383920702951
MRPL18	29074	0.000202637312135083	0.676512531222223
PPP6C	5537	0.00020297139535461	-0.597184346989787
C9orf43	257169	0.000203392070407841	0.57892262668934
RNF139	11236	0.000203766910736482	-0.503382332488655
C14orf166	51637	0.000203784803229401	0.716931959134922
PYGL	5836	0.000203864706128317	2.65526760387415
		0.000204014116748661	-1.22762913190816
NANS	54187	0.000204582428698059	0.748264271024948
TRAF3	7187	0.000204950137451104	-0.606790666791384
IL18RAP	8807	0.000205468604077708	-2.26241897040476
U2AF1L4	199746	0.000205468604077708	-0.592753887701809
RAD9A	5883	0.000205468604077708	-0.435321520105438
CKS1B	1163	0.00020648994572322	0.880433045468259
MIR155///MIR155HG	406947///114614	0.000207400701386849	1.4055657930635
RANBP2	5903	0.000207890742644807	0.692579237655327
		0.000208365493811934	-0.676542834648523
MCM8	84515	0.000208750859776534	1.1889016034229
ZNF169	169841	0.000208750859776534	-0.579835558985259
		0.000208750859776534	0.726335459861681
		0.000209426539872439	-0.913322212471654
CDH23	64072	0.0002101370662839	-0.768792727867348
MATN1-AS1	100129196	0.000210615862131657	-0.610767354837867
PLN	5350	0.000210960163219739	-0.394723430993197
LRRC70	100130733	0.000210960163219739	1.36474802476417
		0.000210960163219739	0.857326882575964
ZNF720	124411	0.000211139281692312	-0.754413497937637
		0.000211820508922106	2.07165486637189
SLC35B4	84912	0.000213578538543643	0.911722990836736
		0.000214073399748952	0.622709553986394
		0.00021427151747844	-0.871399527199541
		0.00021467679994991	-0.798653204675736
MN1	4330	0.000215801709602621	0.708790204179139
YBX3	8531	0.000216635353711194	1.39432160145238
		0.000217260326993087	-0.895225832582767
GLTSCR1	29998	0.000217521405090418	-0.476911894306125
TAF12	6883	0.000217521405090418	-0.684376559834463
TSPOAP1	9256	0.000217521405090418	0.713577350083902
YEATS4	8089	0.000217637108476754	0.829887936185941
ZNF44	51710	0.00021884537802683	-0.688586453967116
FAM161B	145483	0.000218997343636599	-0.469917593014739
STK40	83931	0.000219404958623438	-1.04551349092063
AMER2	219287	0.000219752955129943	-0.413348621971655
ANKRD12	23253	0.000219836017855363	-0.880797693985255
KIAA1614	57710	0.000219836017855363	-0.410922942729026
		0.000219855605815208	0.927615832114513
		0.000220143428600894	0.499783053483
ZNF180	7733	0.000220286476934423	-0.756726268799319
POGLUT1	56983	0.000220391442421044	1.02323343486962
		0.000220391442421044	-0.719851378476188
		0.000220437379439313	-0.95374705989569
CORO1B///PTPRCAP	57175///5790	0.000220854004442019	0.746737611431976
BRICD5	283870	0.000221465134011952	-0.505877082577096
NIN	51199	0.000221594904267468	-0.782693707943315
UBE2Q2	92912	0.000222205952234086	0.773783555128126
		0.000223690484737198	-0.546384101453512
NHLH1	4807	0.000223821248898602	-0.495293057552152
ABCE1	6059	0.000224214164236473	1.38955207557597
ME3	10873	0.000224286473244574	1.03210639867574
POLR3G	10622	0.000224451212282517	0.822749575528348
LEO1	123169	0.000224700815304206	0.961698079045356
IKBKG	8517	0.000224700815304206	-0.72792525770975
		0.000224700815304206	-0.857696384961451
ZDHHC3	51304	0.000224705925163087	-0.57067006743197
CHD7	55636	0.000225174456681994	-1.67552957679478
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1	780854///780853///780852///780851///26851	0.000225576353957166	1.72149404936735
LOC285074///RMND5A///ANAPC1	285074///64795///64682	0.000225690397048639	-0.429245305938778
ATP5C1	509	0.00022569420692238	0.889791640574842
		0.000225864152983641	-0.886602419857144
		0.000226004985314493	1.79460523576304
LRP3	4037	0.000226004985314493	0.824321992273243
		0.000226665228430986	-0.576581130803855
		0.000226787222963203	-0.38354559471995
MIS18A	54069	0.000227224558522416	1.04020587854762
HEATR1	55127	0.000227444735218573	1.10487120448413
SSR1	6745	0.000228044383086125	0.418667680558954
GFOD2	81577	0.000228202117248903	-0.508213333285712
XKR6	286046	0.000228223138245982	-0.600505899806122
CRHBP	1393	0.000228440700049297	1.20673102959751
ENG	2022	0.000228469058743214	0.982426883891157
RNF169	254225	0.000229022203279672	-0.655040137404763
MME	4311	0.000229081823068331	-2.64353726737868
		0.000229106942517281	-0.849404312671205
CHIC2///CHIC2	26511///26511	0.000229349798815352	-0.935287451565763
MX2	4600	0.000230256804642571	-1.7756718449864
FTH1P5	2509	0.000230256804642571	-0.671609909285714
CLN5	1203	0.000230337273267784	-0.853983516894558
		0.000230572785838135	-1.05803652806349
		0.000230750320525231	-0.79852708769728
NAXE///NAXE	128240///128240	0.000230750320525231	0.982447861916106
		0.000231173350843013	-0.867910714063493
		0.000231352870205527	-0.985876239193876
HBM	3042	0.000231963539269247	0.95983686740023
		0.000232699773532735	1.26102702502948
AIDA	64853	0.000232699773532735	-0.693038212638322
		0.000232699773532735	-0.777702498049888
CTNNB1	1499	0.000234475678375188	0.438578145630386
UBR2	23304	0.000234779726006438	-0.740779784066888
ERO1B	56605	0.000235518118585208	-0.792014286738092
		0.000235838283968871	-0.949020252634921
RBFA	79863	0.000236350381356164	0.617321206773245
LOC100127951	100127951	0.000236630631190755	-0.377703699472789
		0.00023693155312691	-1.15666394011338
		0.00023693155312691	0.7618648903288
DPCD///DPCD	25911///25911	0.000237012230494777	0.83594624895465
TSSK4	283629	0.000237631289655365	-0.451753156670067
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	0.000238098668069155	-0.464656966588436
RFX3	5991	0.000238407823984922	-0.751322322140586
JOSD1	9929	0.000238611474615419	0.566029201886627
CITED2	10370	0.000239160570720034	0.92316416936735
ZNF791	163049	0.000239183460148099	-0.709380232490925
		0.000239247526516962	1.02291064502721
RNASET2	8635	0.000239247526516962	-1.04009958189002
LRRC34	151827	0.000239354827309306	1.30067541728912
PARP9	83666	0.000239425547177296	-1.07675742743084
TTC16	158248	0.000239942138079403	-0.51918899681179
MTCH1	23787	0.000240235847017811	-0.533658451304987
TCEAL4	79921	0.000241275926802179	0.968923180308394
PHYKPL	85007	0.000241340229403567	-0.509035575545351
ETS1	2113	0.0002419600148585	-1.90811870757709
MRPL12	6182	0.000242325192539009	0.556745272681403
		0.00024253387456847	1.26918306779706
MIR103A2	406896	0.000242925889898966	-0.832087452715419
SPECC1L-ADORA2A///SPECC1L	101730217///23384	0.000243793383292069	0.431319894623586
HIST1H4A	8359	0.000244065360212666	1.04646271838209
		0.000244304333411286	-2.10384620240136
NHP2	55651	0.000244781885267298	0.972990424091838
IGSF8	93185	0.00024531317348037	-0.613813140972788
FLCN	201163	0.00024621385232548	-0.656555414846938
		0.000246515531508113	-0.58028354894898
PEX1	5189	0.000246556822021376	-0.609452353044214
AKR1C1	1645	0.000246804217450328	1.23673179753969
ZNF626	199777	0.000247255515667359	-0.476447601666669
PERP	64065	0.000247449551550188	-0.748311369390023
HSPA4L	22824	0.000248911492116827	1.01779562351021
ZNF274	10782	0.000249198574415492	-0.666318129087299
		0.000249198574415492	-0.703273782339004
LAG3	3902	0.000249626352252248	-0.462834181302722
		0.000249626352252248	0.853509659731294
GALT	2592	0.000249626352252248	-0.573867210535146
LARGE2	120071	0.000249753338244697	-0.863811006327665
PTCH1	5727	0.000250493886921246	-1.86402312437301
LPAR2	9170	0.000251460394461002	-0.840262623435373
LMAN1	3998	0.000251540217847038	1.3499888130533
DHX16	8449	0.000252136270127714	-0.490389992373011
LPIN2	9663	0.000252935270653379	-0.895901076708614
PLA2G4B///JMJD7///JMJD7-PLA2G4B	100137049///100137047///8681	0.000253112937868738	-0.54935287594671
LOC100291105	100291105	0.000253175745089154	-0.538740340280042
HMCES	56941	0.000253199765249422	-0.665526493821996
EIF2AK1	27102	0.000253439657841427	0.595589417566895
		0.00025355230620637	-0.714174942986393
		0.000254367262026374	-1.66102752086848
		0.000254367262026374	-0.597880541249431
		0.000255288509989855	-1.11381437035941
E2F6	1876	0.000255299493074663	0.738710280289117
		0.000255299493074663	-0.57697381439569
FTO	79068	0.000255484244839881	0.954958208002275
POLG2	11232	0.000255642928365759	0.79066766897279
FAM30A	9834	0.000255728821307528	1.80279652288209
OR1F2P	26184	0.000255728821307528	-0.817680615244899
THOC1	9984	0.000256521025079883	0.844358268035148
NFATC3	4775	0.000256648927901763	-0.712928259214284
		0.000257224527398764	1.32739590951247
NANP	140838	0.000257387716430432	0.909905978052157
CCDC141	285025	0.000257651724918937	-1.60327341887868
PDE6G	5148	0.000257651724918937	0.74455354528118
RASGRP3	25780	0.000258343896651528	1.90173925483787
TKFC	26007	0.0002588442566372	0.43493195097846
		0.000258923688205697	-0.945673397272107
PITRM1	10531	0.0002591502553658	0.686638775541953
FAM153C///FAM153A///FAM153B	653316///285596///202134	0.000259182502206518	-1.12933564905442
		0.000259340761599839	-0.789709024994329
MAP1A	4130	0.000259619592528478	1.10527123625057
		0.000259624171946191	0.6969737565839
LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	100288778///100287171///653635///375260///374666	0.000259624171946191	-0.439078601981851
CD200R1	131450	0.000259624171946191	-1.3215289275737
		0.000259677223236546	1.39927013699433
NUP37	79023	0.000260617914098716	0.798133280105444
ZNF611	81856	0.000261080704878718	-0.804720490598637
EMID1	129080	0.000261284534444763	0.652630460480728
RORA	6095	0.000261584499552891	-1.77922774899093
TNS1	7145	0.000262943702306059	1.05113219093424
PRSS53	339105	0.000263603935207609	-0.339283389450111
MPP7	143098	0.00026446645803957	-1.48505821341043
AOC2	314	0.000264905732091124	-0.970890412877549
B3GALT2	8707	0.00026612633393975	-0.742230174314059
DLST	1743	0.000268126577134924	0.488195874553289
SIRT6	51548	0.00026870207898801	-0.488779941390021
DHCR24	1718	0.000271374487036073	1.32601862440136
CKAP4	10970	0.000271702070228944	-0.897850374431974
ARSB	411	0.000272087433957805	0.898705882859409
		0.00027213718265186	-0.873511633148521
SHKBP1	92799	0.000273464494719224	-0.785016429027205
PPM1K	152926	0.000273549760367018	-1.08589838351474
C5orf42	65250	0.000273799902883755	1.09475948857143
DNAJC25-GNG10///GNG10	552891///2790	0.000274822455458755	-1.46703325487641
		0.000275525041908345	0.747087917208622
PELI3	246330	0.000275525041908345	-0.544923682161
		0.000275525041908345	0.949015084615646
MAZ	4150	0.000275525041908345	0.493470271894558
MORC3	23515	0.000275895246347822	-0.563191549298182
ATG2B	55102	0.000275905684012526	-0.788719912868475
NEDD4	4734	0.000276489465291067	1.31235359374263
VAMP1	6843	0.000277226900211785	-0.936959635999999
		0.000277353028082717	0.967636789299315
BCDIN3D	144233	0.000278545848691799	-0.67085925992177
BLOC1S3	388552	0.000278545848691799	-0.466354658062358
ANKLE1	126549	0.000278545848691799	0.871391175235831
RAC2	5880	0.000278545848691799	-0.821362674506805
		0.000278679218597708	-0.628577258446713
		0.000278700419711695	-0.735966440414964
GIT2	9815	0.000279435644236337	-0.747729315248302
GOSR1	9527	0.000279522912690593	-0.453238490187071
SMPD1	6609	0.00027989745366202	-0.625359937256237
DDX42	11325	0.000281293189044895	0.695714489231293
		0.00028175058511648	-1.45887697625056
		0.000282048159022964	0.414241894387755
		0.000282749102755157	0.850586804378687
		0.000282749102755157	0.560263948738097
		0.00028304545803283	-1.02550157718821
		0.000283324649484171	1.50089723506236
		0.00028352555258267	-0.794065036501133
NDUFS2	4720	0.000283576728440361	0.481491615674603
ARF6	382	0.000284283274409088	-0.734098278315198
AP4M1	9179	0.00028460718355785	0.498683337350342
C19orf73	55150	0.000284982004086281	-0.501874777112241
		0.00028514377736115	-0.788064941993196
RABGAP1L	9910	0.000285330215035444	-0.68656280316893
INSL3	3640	0.00028686452793522	-0.765624723303857
		0.000287244327555856	0.595448125852611
AREG	374	0.000287377933012728	1.88444677043198
CXCR1	3577	0.000288117642657971	-2.38888778749206
DROSHA	29102	0.00028830877814875	0.850814619853744
MARCH7	64844	0.000288874224512885	-0.487478781183665
PRKCZ	5590	0.000289851294922654	-1.19389072036734
TP53I11	9537	0.000289902459299588	-0.683773293178002
APIP	51074	0.00029080215998734	0.835288514471656
GIMAP1-GIMAP5///GIMAP5	100527949///55340	0.000290947569592375	-1.88271422088889
RAB6B	51560	0.000290947569592375	0.655920286435376
		0.000291232000468156	-0.908147946789116
IL2RB	3560	0.000291874661541406	-1.34248061367233
		0.000292086525342519	-0.743681337595237
MORC4	79710	0.000292187404996253	-1.12884336778231
SNAI1	6615	0.000292199097405668	0.918314997235828
PSMD11	5717	0.000293103241435926	0.569756093850346
FLJ42022///CLK3	646748///1198	0.000293498558565643	-0.823602576197275
PLXDC1	57125	0.000293696205087822	-1.31827324185941
		0.000294477334243667	0.696021274391158
GTF2IRD2B///GTF2IRD2	389524///84163	0.000294477334243667	-0.876698867744897
		0.000297725133589542	-0.484353618323128
PITPNM1	9600	0.000297762725999042	-0.711826418582763
		0.00029840506732556	0.752992813997731
FBXL8	55336	0.000298466040657403	-0.441341107260768
CTSD	1509	0.000298879669907063	0.972390574489799
RAPSN	5913	0.000299421277562155	-0.406324128018138
KLF7	8609	0.000299995773077654	-1.37783101770974
METTL21B	25895	0.000301176957007618	0.741609745006804
STRN	6801	0.000302263104957997	-0.495466100396825
NDUFS1	4719	0.000302315069582606	0.614621036658734
TLR10	81793	0.000302351815880232	-2.07222130990023
NAA15	80155	0.000302776465615633	1.12401558620522
PRDX1	5052	0.00030298625663439	1.01071913406463
		0.000303789160209324	-1.29324975730499
CEP57L1	285753	0.00030392799476507	0.847384312410432
CNR2	1269	0.000304271296594192	-1.49434552524036
AKAP17A///ASMT	8227///438	0.000304678143226735	-0.556576645852605
IGSF22	283284	0.000304821730551192	-0.423526517561224
PAK1IP1	55003	0.000304821730551192	1.17843853098753
CTRL	1506	0.00030491175366393	-0.555814985154191
STRIP2	57464	0.000305027832265729	0.811052994243766
PRMT1	3276	0.000306841233924103	0.645267924195007
		0.000308617550672825	0.712574870352606
		0.000308763622411264	0.733644714740359
ZZEF1	23140	0.000308987730094895	-0.440480534604307
		0.00031051365410991	-1.25730609721995
PI16	221476	0.000310739024289458	-0.725929770680271
		0.000311411105592802	0.868557078219951
PIP4K2C	79837	0.00031245932044217	-0.77083437154762
		0.000313008879270503	0.537042912691611
		0.000313008879270503	-0.915771437323128
CCDC69	26112	0.000313008879270503	-0.963667881588433
RPS3	6188	0.000313008879270503	0.755097591736959
GSPT1	2935	0.000314423372238969	0.732841623052154
		0.000315315840231855	-1.08270753612585
		0.000315379340188146	0.773517676428573
COL13A1	1305	0.000316454779567274	-0.414197835586167
NUPR1	26471	0.000316454779567274	-0.562397713229022
GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8G	101059918///100132979///100132565///729786///728047///653720///653125///653073///653061///643699///390535///283768	0.000316841180192154	1.02211253300113
		0.000317111154254987	-1.27124682501587
		0.000317204270830508	-0.743347700555557
WWP1	11059	0.000317357749299034	-0.904413459293649
ARHGAP23	57636	0.000317784047170448	0.756272730956917
		0.000318022028337282	-0.676367653363946
FAM103A1	83640	0.000318286361760312	-1.09378586859751
TTN	7273	0.000318377179666233	-1.65858926388435
GPSM1	26086	0.000318849286069935	0.692976289339005
INTS2	57508	0.000320864919331195	0.898568435970523
		0.000321172729517791	-0.788331971374143
COPZ1	22818	0.000321647648308746	0.67648585608957
ZNF552	79818	0.000321698076478986	-0.94068547639456
ADPRHL2	54936	0.000322215759669191	-0.466184036380953
KIAA1958	158405	0.000324186749520054	0.708044027170067
LOC100996732///LOC654342///LOC645166///LSP1	100996732///654342///645166///4046	0.000326519847513896	-1.35529654482085
MIR30C2	407032	0.000327780592401138	-0.588581851978457
ATP6V0E1	8992	0.000328945837789597	-0.862795893929706
DEPDC7	91614	0.000329493281519128	0.676875729628118
		0.000329535931127828	0.525766134781184
		0.000330006191935595	-1.10995318546825
ABCG1	9619	0.000330624486798174	-1.04691142774036
		0.000330809391542929	0.548585750256235
EGR1	1958	0.00033091601990079	1.77726899717461
SCRT1	83482	0.000332300977636411	-0.627417282365079
CHD9	80205	0.000334024504701588	0.680368585801588
TMEM106A	113277	0.000334024504701588	0.807699494789118
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.000334099118692262	-0.922497495125849
		0.000334242167753772	0.771719206594105
LOC79999	79999	0.000334709264725732	-0.453333056829928
GNAQ	2776	0.000334709264725732	1.92104530529252
		0.000334929665350062	0.577227117026077
ANKK1	255239	0.000335114398547127	-0.435681961977322
		0.000336209928656121	-0.913437047327663
RPS4X	6191	0.000337108043956386	1.16364378821769
MRTO4	51154	0.000339792266254307	0.917399408816329
MAEA	10296	0.000340330835217933	-0.475870478617914
ZNF540	163255	0.00034052339870923	-0.78480772554535
		0.000341382432204386	-0.4786092351678
RBM11	54033	0.000341800714075811	-0.860891624823127
UCK1	83549	0.000342078950349291	-0.588980816082763
CNOT4	4850	0.000342349063451283	-0.810956996865075
XIAP	331	0.000342349063451283	-0.663184528057823
LPCAT2	54947	0.000344303807665325	2.85921844195692
RPL5	6125	0.000344789810151045	0.95440779304762
KNSTRN	90417	0.000346267512863298	0.849231179977329
ZNF599	148103	0.000346267512863298	-0.581528783770974
LRRCC1	85444	0.000347276989698865	1.02322497757823
PLCD1	5333	0.000348484848417262	-0.69760112269501
		0.000350022699426282	-0.578595980742628
RPL22	6146	0.000350478199043936	1.1585186806814
ACTR8	93973	0.000351789589018039	0.555996327985264
APOOL	139322	0.000351789589018039	1.14607428246259
TTC26	79989	0.000352816100392232	0.709461502044218
TMED9	54732	0.000354310255117461	0.657786095948977
ZW10	9183	0.000355672043576136	0.767241687333333
		0.000356091470704528	0.576121850924039
		0.0003563297747637	-0.963541588243763
TSPYL1	7259	0.000356649751919695	-1.06319047457143
GAR1	54433	0.000357023349418499	0.547158898761907
ISYNA1	51477	0.000357238456680537	1.27501213923923
ALDH3B1	221	0.000359856991901952	0.875165070306129
CARD17///CARD17	440068///440068	0.000360757180091958	-1.02385344909977
HLA-DQA2///HLA-DQA1	3118///3117	0.000361254444756524	-0.978924676206351
C14orf28	122525	0.000361499505921238	-0.809501813000001
		0.000362138728626873	-0.727316957784581
SPRED2	200734	0.000363239219084226	0.979443786145125
SPG21	51324	0.000363525973795822	-0.543309228318597
ENOSF1	55556	0.000363525973795822	1.41638769240817
ITGA2	3673	0.000364073005752381	1.0591108410805
		0.000364887231840378	-1.2271368664864
GEMIN8P4	492303	0.000365895106234525	0.501973018375286
DUS2	54920	0.00036599598252396	-0.755912064594102
PBXIP1	57326	0.000366333624052399	-0.818196916184803
LOC100133106	100133106	0.00036729603259499	-0.509460329383217
		0.000367439337293424	0.602380751587312
PSMD7	5713	0.000367439337293424	0.455965546697286
		0.000367667824370022	0.827021017045352
LOC102724238///LOC554249///GLIDR	102724238///554249///389741	0.00036776357167245	1.02350017361792
PKMYT1	9088	0.000368466603034499	0.624221208738095
		0.000371692654189109	-0.60176297885034
TEX10	54881	0.000372282519270175	0.834790191956919
AVPR1A	552	0.000373436753285634	0.693283228676873
DESI1	27351	0.000373799960293429	-0.749679497865083
CLPS	1208	0.000374385231648416	-0.4255223068356
COQ8B	79934	0.000375141089616674	-0.377175202087297
LOC400590	400590	0.000375141089616674	-0.848332455994328
TAOK2	9344	0.000376669188615888	-0.514988347081632
IL1B	3553	0.000377642069475073	2.55606196694898
GMEB2	26205	0.000379122069908411	-0.438890080675735
MAT2B	27430	0.000379346249985512	-0.645684795816328
SETBP1	26040	0.000379749884629194	-0.975459740011335
		0.00038001134914608	-0.402302665719953
LOC100128233	100128233	0.000380051018607474	-0.555486993325394
CAMTA1	23261	0.000380984323251806	-0.531965624637187
FBXO48	554251	0.000381510302955539	-0.719365275524941
ZBTB32	27033	0.000382507793643757	-0.481487312386622
NFYA	4800	0.000383193568653566	-0.605704845253968
TBRG1	84897	0.000383701247277904	-0.525711518132654
ZNF182	7569	0.000385474156955034	-0.52824140353288
ARHGAP30	257106	0.000385711018395485	-0.921479328397949
VAV1	7409	0.000386592772023821	-0.795129890141726
ARHGEF39	84904	0.000387409101285848	0.639071068103176
DTX3	196403	0.000388315866434028	-0.686205423921768
DUSP22	56940	0.000388315866434028	-0.709338850164394
ADSL	158	0.000388499557592031	0.663410411825402
MOB2	81532	0.000389245785900993	-0.376833473924035
SCARNA6	677772	0.000389431561621435	-1.12435812112131
NUDT16L1	84309	0.000392142968013993	-0.378160993444443
NHLRC4	283948	0.000393914647135323	-0.477975204787981
MRRF	92399	0.000395561547674795	0.97898941479139
MGAT5	4249	0.000395890507591874	-0.913944842055556
		0.000395979046411309	-0.430886412656461
MINPP1	9562	0.000396617530089033	1.43296929545125
		0.000396741436964757	-0.849182688986391
RRN3	54700	0.000398034589339442	0.989380101887753
UMODL1	89766	0.000399833070812226	0.536747344176873
PEX26	55670	0.000400268406165967	0.417380749513606
		0.000400481623659554	-0.559700663528343
DTX3L	151636	0.000401509337070171	-0.698057050929703
CPSF7	79869	0.000401620650176078	-0.52989260009637
KCTD13	253980	0.000401988243200899	-0.730956024846935
E2F3	1871	0.000402064334872462	0.946440249026079
		0.000402686606381685	-0.942854985981859
ANKMY2	57037	0.000402946232665784	0.696586155544219
CTCFL///SP100///HMGB1	140690///6672///3146	0.000403614781895327	0.40946600240477
IFITM1	8519	0.000404469713392528	-2.09207870932653
		0.000410180117251462	0.456355195809522
TAP2	6891	0.000410285579176769	-1.14616942556576
POLDIP2	26073	0.000410285579176769	0.398739468040816
MRPL3	11222	0.000410777595947703	1.09620252982767
MRPL1	65008	0.000411876837477768	1.17223893326871
EYS	346007	0.000412452070815888	-0.664899334447844
		0.000412452070815888	1.68607109118934
		0.000412452070815888	0.81131694679139
TMEM67	91147	0.000412489638106683	1.15805571871542
ACVR1C	130399	0.000412489638106683	-1.0213870117653
C12orf45	121053	0.000412632714082614	0.816060223447847
BEAN1	146227	0.000413232116768332	-0.8317539138356
		0.000414591147178376	-1.26735807473243
RNU5F-1	26828	0.000415018556263849	1.55818811867574
		0.000415018556263849	1.66417867976531
MECR	51102	0.000415246853835724	0.644018977518146
		0.00041535581394569	-0.627729172568027
INHBA///INHBA	3624///3624	0.000416349329938578	0.611203031044219
RARS2	57038	0.000416349329938578	-0.461038793189342
VCAM1	7412	0.000416349329938578	0.502872685235829
IPO7	10527	0.000416349329938578	0.964905579074833
FUBP1	8880	0.000417134182675841	0.580767101510213
CNN2	1265	0.000420819548295606	-1.38246197317347
FCGBP	8857	0.000420976563248365	-0.669046131339001
ESPNP	284729	0.00042195308408373	-0.604140681556687
NAA25	80018	0.000422881391684141	1.0968812464093
WEE1	7465	0.000425637220624715	1.23178407327551
GUF1///GUF1	60558///60558	0.000425637220624715	0.827997219871882
IDS	3423	0.000425637220624715	-0.904889031562361
FCHSD1	89848	0.000426577007631156	-0.790324984638323
IL11	3589	0.000426851125869053	-0.535918365507937
		0.00042838567318155	-0.908555925377551
ABHD17B	51104	0.00042838567318155	0.514643463209755
FFAR1	2864	0.000428464065226102	-0.547111893692738
LINC00998	401397	0.000429807829634351	0.83986322422449
PHF19	26147	0.000430539920833336	0.817493685390027
GLUL	2752	0.000430808603152091	1.27347723037415
SNORA22	677807	0.000431585465887762	-1.50750821556803
COPS3	8533	0.000431636135359654	0.73925328978118
FAM200B	285550	0.00043220116204326	-0.819940985357141
FBXO44	93611	0.000433256769507635	-0.498196886497733
SUMO1	7341	0.000433479893101381	0.92430416609751
MRE11A	4361	0.000433893647462239	0.67857970251247
		0.000434081512738809	-0.767678681097503
FGF10	2255	0.000434181910090016	0.603838321460319
KYNU	8942	0.000437331428820771	2.01221775561905
		0.000439079978821086	1.20176698927438
NUP205	23165	0.000439094902278128	1.02899118785601
ILDR1	286676	0.000439352551694577	-0.509306219439907
HNRNPA2B1	3181	0.000439885416717773	0.577054213868482
COL6A2	1292	0.000441813685049664	-0.436497778159862
DKFZP434I0714	54553	0.000443059645494918	-0.534600186487527
OR12D3	81797	0.000445433020524968	-0.845359238750568
RNU5E-1	26829	0.000445433020524968	1.298363134822
		0.000446078419711615	-0.512404135301582
GYS1	2997	0.000447654244642026	0.468576468234696
		0.000447850527973053	0.442190459509072
COG3	83548	0.000448032938747324	-0.400632850799319
		0.000448118457106916	1.05346135205215
OSTC	58505	0.000448703725528671	0.771104167527215
SEMA3A	10371	0.000448734415616767	1.17471794914172
		0.000449024609106049	1.4662604417517
TMUB1	83590	0.000451124258471031	-0.461580047077096
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	102724093///100133220///647042///643707///642402///440295///374650	0.000451848783780415	0.654218041259638
ZNF79	7633	0.000451848783780415	-0.404790140890018
AK4	205	0.000452745548015657	1.16305873048867
METTL23	124512	0.000453305145815553	-0.61113388953628
NDUFS3	4722	0.000454315829491173	0.632247625066894
BCL11B	64919	0.000454472647524706	-1.41506501424263
		0.000454473772568034	-0.488098696654193
KCNJ15	3772	0.000454509855801493	-1.97223683846258
PELO///ITGA1	53918///3672	0.000455380379143618	-0.925234754842402
SNHG1///SNORD25	23642///9303	0.000455547923304855	1.59877603603402
SLC41A1	254428	0.00045690210868266	-1.00821003157143
SLC9A3R2	9351	0.000457080444307158	0.611027438079363
STPG3	441476	0.000457456956434764	-0.481317553332199
		0.000457456956434764	0.901331923656468
NT5M	56953	0.000457514804328304	0.564722034921767
		0.000458215449076336	1.15537937882767
FANCL	55120	0.000458329738396484	1.00953490560771
GCN1	10985	0.000458575475439878	0.750665329021541
NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3	100507607///100132247///728741///283970///23117	0.000458625183881807	-0.883453108150789
B3GNTL1	146712	0.000458654118623836	0.973845476696149
ZNF70	7621	0.000458804748127244	0.666076616521545
SLC25A16	8034	0.000459219240646909	-0.54702978620408
PFN3	345456	0.000459219240646909	-0.480012160360544
PARVA	55742	0.000460678067874579	-0.385390617716551
		0.000460907700069902	0.51285702587642
SLC38A5	92745	0.000463842216962757	1.24908870204876
SSFA2	6744	0.000465340920322259	1.14908663786735
GLIS1	148979	0.000465340920322259	-0.450195925535147
ABHD11	83451	0.000465340920322259	-0.596942241319727
LASP1	3927	0.00046620208983504	-0.737656626299318
PHGDH	26227	0.000467094745061519	1.44986722780272
TGFA	7039	0.000467362282472296	-1.19382411283787
MTBP	27085	0.000467493153158244	0.908827164463722
		0.000467755942530971	-0.82290235372562
DHRS4L1///DHRS4L2///DHRS4	728635///317749///10901	0.000469412574617501	0.749675742507941
RAVER1	125950	0.000469412574617501	0.362885687004536
NR2C2	7182	0.000469412574617501	-0.54248190955669
		0.000469412574617501	-0.490696317341265
ZRSR2	8233	0.000469412574617501	-0.538321527902493
ZNF2	7549	0.000471568394115887	-0.503943202340132
RBKS	64080	0.000472105254945323	0.765345342961454
HACD3	51495	0.000474431375204528	1.05168650959184
RPE	6120	0.000474635960186587	0.944403376376419
RCSD1	92241	0.000475092387037512	-0.628089610538542
NSMAF	8439	0.000475630029299221	0.843072539498871
		0.000475679682260709	-0.971366520685938
SERPINI2	5276	0.000475931347436969	0.946432434663268
MIR28	407020	0.000475931347436969	-0.452497011393425
YEATS2	55689	0.000476204482244207	0.532776235561228
